STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;16;14:22:16.193;14:22:16.193;8:13.909;493,909;N;SP9                                                         ;SP9     ;1:07.253;N;;N;1:06.996;N;;N;2:00.914;N;;N;3:08.720;N;;N;50.026;N;;N;;N;8:05.525;6;N;0;;            ;;16
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;17;14:30:29.634;14:30:29.634;8:13.441;493,441;N;SP9                                                         ;SP9     ;1:07.973;N;;N;1:06.302;N;;N;2:02.064;N;;N;3:07.653;N;;N;49.449;N;;N;;N;8:05.525;6;N;0;;            ;;17
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;18;14:39:11.627;14:39:11.627;8:41.993;521,993;N;SP9                                                         ;SP9     ;1:07.405;N;;N;1:29.867;N;;N;2:02.468;N;;N;3:12.595;N;;N;49.658;N;;N;;N;8:05.525;6;N;0;;            ;;18
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;19;14:47:41.601;14:47:41.601;8:29.974;509,974;N;SP9                                                         ;SP9     ;1:07.905;N;;N;1:09.474;N;;N;2:12.231;N;;N;3:11.089;N;;N;49.275;N;;N;;N;8:05.525;6;N;0;;            ;;19
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;20;14:55:58.528;14:55:58.528;8:16.927;496,927;N;SP9                                                         ;SP9     ;1:07.855;N;;N;1:07.355;N;;N;2:05.251;N;;N;3:07.296;N;;N;49.170;N;;N;;N;8:05.525;6;N;0;;            ;;20
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;21;15:04:12.140;15:04:12.140;8:13.612;493,612;N;SP9                                                         ;SP9     ;1:08.435;N;;N;1:06.051;N;;N;2:00.532;N;;N;3:08.836;N;;N;49.758;N;;N;;N;8:05.525;6;N;0;;            ;;21
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;22;15:14:12.603;15:14:12.603;10:00.463;600,463;N;SP9                                                         ;SP9     ;1:08.264;N;;N;1:05.231;N;;N;1:59.434;N;;N;4:41.183;N;;N;;N;;N;;N;8:05.525;6;J;0;2:21.646;            ;15:14:04.841;22p
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;23;15:24:46.345;15:24:46.345;10:33.742;633,742;N;SP9                                                         ;SP9     ;3:19.824;N;;N;1:07.536;N;;N;2:02.135;N;;N;3:13.149;N;;N;51.098;N;;N;;N;8:05.525;6;A;0;;            ;;23
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;24;15:33:21.076;15:33:21.076;8:34.731;514,731;N;SP9                                                         ;SP9     ;1:07.636;N;;N;1:08.686;N;;N;2:03.782;N;;N;3:13.564;N;;N;1:01.063;N;;N;;N;8:05.525;6;N;0;;            ;;24
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;25;15:41:44.933;15:41:44.933;8:23.857;503,857;N;SP9                                                         ;SP9     ;1:07.289;N;;N;1:06.553;N;;N;2:04.008;N;;N;3:15.669;N;;N;50.338;N;;N;;N;8:05.525;6;N;0;;            ;;25
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;26;15:50:05.185;15:50:05.185;8:20.252;500,252;N;SP9                                                         ;SP9     ;1:07.082;N;;N;1:06.763;N;;N;2:05.573;N;;N;3:11.062;N;;N;49.772;N;;N;;N;8:05.525;6;N;0;;            ;;26
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;27;15:58:29.746;15:58:29.746;8:24.561;504,561;N;SP9                                                         ;SP9     ;1:07.152;N;;N;1:05.634;N;;N;2:00.701;N;;N;3:21.945;N;;N;49.129;N;;N;;N;8:05.525;6;N;0;;            ;;27
7;Al F;1;Al Faisal;Abdulaziz;Johansson;Erik;Christodoulou;Adam;;;    ;BLACK FALCON;;Mercedes-AMG GT3;28;16:06:38.024;16:06:38.024;8:08.278;488,278;J;SP9                                                         ;SP9     ;1:07.211;N;;N;1:05.210;N;;N;1:59.364;J;;N;3:07.373;N;;N;49.120;N;;N;;N;8:05.525;6;N;0;;            ;;28
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;1;12:08:26.729;12:08:26.729;8:25.141;505,141;N;SP9                                                         ;SP9     ;;N;;N;;N;;N;;N;;N;;N;;N;49.170;N;;N;;N;8:05.572;8;N;0;;            ;;1
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;2;12:16:53.268;12:16:53.268;8:26.539;506,539;N;SP9                                                         ;SP9     ;1:06.734;J;;N;1:06.588;N;;N;2:16.754;N;;N;3:07.219;N;;N;49.244;N;;N;;N;8:05.572;8;N;0;;            ;;2
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;3;12:25:24.244;12:25:24.244;8:30.976;510,976;N;SP9                                                         ;SP9     ;1:07.522;N;;N;1:06.472;N;;N;2:17.971;N;;N;3:10.079;N;;N;48.932;N;;N;;N;8:05.572;8;N;0;;            ;;3
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;4;12:33:37.604;12:33:37.604;8:13.360;493,360;N;SP9                                                         ;SP9     ;1:07.244;N;;N;1:07.476;N;;N;2:00.822;N;;N;3:08.201;N;;N;49.617;N;;N;;N;8:05.572;8;N;0;;            ;;4
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;5;12:42:03.120;12:42:03.120;8:25.516;505,516;N;SP9                                                         ;SP9     ;1:07.766;N;;N;1:07.020;N;;N;2:07.599;N;;N;3:14.016;N;;N;49.115;N;;N;;N;8:05.572;8;N;0;;            ;;5
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;6;12:51:00.587;12:51:00.587;8:57.467;537,467;N;SP9                                                         ;SP9     ;1:08.915;N;;N;1:05.726;N;;N;2:29.509;N;;N;3:23.819;N;;N;49.498;N;;N;;N;8:05.572;8;N;0;;            ;;6
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;7;13:00:19.545;13:00:19.545;9:18.958;558,958;N;SP9                                                         ;SP9     ;1:08.823;N;;N;1:06.497;N;;N;2:36.751;N;;N;3:34.978;N;;N;51.909;N;;N;;N;8:05.572;8;N;0;;            ;;7
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;8;13:09:37.884;13:09:37.884;9:18.339;558,339;N;SP9                                                         ;SP9     ;1:09.036;N;;N;1:09.913;N;;N;2:27.621;N;;N;3:26.641;N;;N;;N;;N;;N;8:05.572;8;J;0;3:27.143;            ;13:09:29.619;8p
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;9;13:21:38.200;13:21:38.200;12:00.316;720,316;N;SP9                                                         ;SP9     ;4:25.916;N;;N;1:10.263;N;;N;2:15.053;N;;N;3:15.945;N;;N;53.139;N;;N;;N;8:05.572;8;A;0;;            ;;9
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;10;13:30:21.066;13:30:21.066;8:42.866;522,866;N;SP9                                                         ;SP9     ;1:07.715;N;;N;1:07.262;N;;N;2:23.237;N;;N;3:12.580;N;;N;52.072;N;;N;;N;8:05.572;8;N;0;;            ;;10
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;11;13:38:47.913;13:38:47.913;8:26.847;506,847;N;SP9                                                         ;SP9     ;1:07.531;N;;N;1:07.397;N;;N;2:07.194;N;;N;3:09.172;N;;N;55.553;N;;N;;N;8:05.572;8;N;0;;            ;;11
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;12;13:47:16.696;13:47:16.696;8:28.783;508,783;N;SP9                                                         ;SP9     ;1:07.381;N;;N;1:05.593;N;;N;2:11.266;N;;N;3:14.728;N;;N;49.815;N;;N;;N;8:05.572;8;N;0;;            ;;12
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;13;13:55:44.671;13:55:44.671;8:27.975;507,975;N;SP9                                                         ;SP9     ;1:07.292;N;;N;1:07.296;N;;N;2:02.656;N;;N;3:21.553;N;;N;49.178;N;;N;;N;8:05.572;8;N;0;;            ;;13
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;14;14:03:56.137;14:03:56.137;8:11.466;491,466;N;SP9                                                         ;SP9     ;1:07.401;N;;N;1:05.775;N;;N;2:01.420;N;;N;3:07.597;N;;N;49.273;N;;N;;N;8:05.572;8;N;0;;            ;;14
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;15;14:12:09.030;14:12:09.030;8:12.893;492,893;N;SP9                                                         ;SP9     ;1:07.913;N;;N;1:07.135;N;;N;2:00.761;N;;N;3:07.791;N;;N;49.293;N;;N;;N;8:05.572;8;N;0;;            ;;15
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;16;14:20:16.928;14:20:16.928;8:07.898;487,898;J;SP9                                                         ;SP9     ;1:07.648;N;;N;1:05.104;N;;N;1:59.175;N;;N;3:06.344;J;;N;49.627;N;;N;;N;8:05.572;8;N;0;;            ;;16
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;17;14:28:53.992;14:28:53.992;8:37.064;517,064;N;SP9                                                         ;SP9     ;1:08.051;N;;N;1:06.221;N;;N;2:12.037;N;;N;3:11.882;N;;N;;N;;N;;N;8:05.572;8;J;0;3:39.426;            ;14:28:45.748;17p
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;18;14:41:55.992;14:41:55.992;13:02.000;782,000;N;SP9                                                         ;SP9     ;4:44.343;N;;N;1:47.282;N;;N;2:16.646;N;;N;3:22.376;N;;N;51.353;N;;N;;N;8:05.572;8;A;0;;            ;;18
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;19;14:50:42.933;14:50:42.933;8:46.941;526,941;N;SP9                                                         ;SP9     ;1:10.107;N;;N;1:11.545;N;;N;2:09.653;N;;N;3:24.174;N;;N;51.462;N;;N;;N;8:05.572;8;N;0;;            ;;19
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;20;14:59:26.922;14:59:26.922;8:43.989;523,989;N;SP9                                                         ;SP9     ;1:10.517;N;;N;1:10.234;N;;N;2:07.608;N;;N;3:24.606;N;;N;51.024;N;;N;;N;8:05.572;8;N;0;;            ;;20
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;21;15:08:06.496;15:08:06.496;8:39.574;519,574;N;SP9                                                         ;SP9     ;1:09.398;N;;N;1:10.103;N;;N;2:09.886;N;;N;3:20.062;N;;N;50.125;N;;N;;N;8:05.572;8;N;0;;            ;;21
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;22;15:17:03.375;15:17:03.375;8:56.879;536,879;N;SP9                                                         ;SP9     ;1:09.346;N;;N;1:08.716;N;;N;2:05.477;N;;N;3:43.134;N;;N;50.206;N;;N;;N;8:05.572;8;N;0;;            ;;22
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;23;15:25:28.912;15:25:28.912;8:25.537;505,537;N;SP9                                                         ;SP9     ;1:08.669;N;;N;1:10.809;N;;N;2:04.341;N;;N;3:12.144;N;;N;49.574;N;;N;;N;8:05.572;8;N;0;;            ;;23
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;24;15:34:10.118;15:34:10.118;8:41.206;521,206;N;SP9                                                         ;SP9     ;1:08.731;N;;N;1:07.625;N;;N;2:03.881;N;;N;3:22.245;N;;N;;N;;N;;N;8:05.572;8;J;0;1:11.211;            ;15:34:01.794;24p
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;25;15:43:22.973;15:43:22.973;9:12.855;552,855;N;SP9                                                         ;SP9     ;2:09.043;N;;N;1:05.322;N;;N;1:59.768;N;;N;3:09.476;N;;N;49.246;N;;N;;N;8:05.572;8;A;0;;            ;;25
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;26;15:51:35.861;15:51:35.861;8:12.888;492,888;N;SP9                                                         ;SP9     ;1:07.667;N;;N;1:06.745;N;;N;2:00.713;N;;N;3:08.868;N;;N;48.895;J;;N;;N;8:05.572;8;N;0;;            ;;26
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;27;15:59:44.120;15:59:44.120;8:08.259;488,259;N;SP9                                                         ;SP9     ;1:06.744;N;;N;1:04.766;J;;N;1:58.833;J;;N;3:08.505;N;;N;49.411;N;;N;;N;8:05.572;8;N;0;;            ;;27
12;Kloh;1;Klohs;Otto;Kern;Lars;;;;;    ;Manthey Racing;;Porsche 911 GT3 R;28;16:08:01.071;16:08:01.071;8:16.951;496,951;N;SP9                                                         ;SP9     ;1:07.010;N;;N;1:07.121;N;;N;2:05.451;N;;N;3:08.246;N;;N;49.123;N;;N;;N;8:05.572;8;N;0;;            ;;28
14;Gros;1;Grossmann;Björn;Müller;Alexander;;;;;    ;Octane 126 AG;;Ferrari 488 GT3;1;12:08:26.984;12:08:26.984;8:25.396;505,396;N;SP9                                                         ;SP9     ;;N;;N;;N;;N;;N;;N;;N;;N;48.601;N;;N;;N;8:22.454;136;N;0;;            ;;1
14;Gros;1;Grossmann;Björn;Müller;Alexander;;;;;    ;Octane 126 AG;;Ferrari 488 GT3;2;12:16:52.803;12:16:52.803;8:25.819;505,819;J;SP9                                                         ;SP9     ;1:06.776;N;;N;1:06.687;N;;N;2:16.954;N;;N;3:05.508;J;;N;49.894;N;;N;;N;8:22.454;136;N;0;;            ;;2
14;Gros;1;Grossmann;Björn;Müller;Alexander;;;;;    ;Octane 126 AG;;Ferrari 488 GT3;3;12:29:18.814;12:29:18.814;10:48.762;648,762;N;SP9                                                         ;SP9     ;3:27.406;N;;N;1:08.500;N;;N;2:15.874;J;;N;3:08.377;N;;N;48.605;N;;N;;N;8:22.454;136;N;0;;            ;;3
14;Gros;1;Grossmann;Björn;Müller;Alexander;;;;;    ;Octane 126 AG;;Ferrari 488 GT3;4;12:37:47.518;12:37:47.518;8:28.704;508,704;N;SP9                                                         ;SP9     ;1:06.412;J;;N;1:06.279;J;;N;2:17.588;N;;N;3:08.123;N;;N;50.302;N;;N;;N;8:22.454;136;N;0;;            ;;4
14;Gros;1;Grossmann;Björn;Müller;Alexander;;;;;    ;Octane 126 AG;;Ferrari 488 GT3;5;12:46:29.498;12:46:29.498;8:41.980;521,980;N;SP9                                                         ;SP9     ;1:06.869;N;;N;1:07.984;N;;N;2:23.982;N;;N;3:14.348;N;;N;48.797;N;;N;;N;8:22.454;136;N;0;;            ;;5
14;Gros;1;Grossmann;Björn;Müller;Alexander;;;;;    ;Octane 126 AG;;Ferrari 488 GT3;6;12:55:42.825;12:55:42.825;9:13.327;553,327;N;SP9                                                         ;SP9     ;1:06.720;N;;N;1:07.611;N;;N;2:37.926;N;;N;3:32.689;N;;N;48.381;J;;N;;N;8:22.454;136;N;0;;            ;;6
14;Gros;1;Grossmann;Björn;Müller;Alexander;;;;;    ;Octane 126 AG;;Ferrari 488 GT3;7;13:05:00.838;13:05:00.838;9:18.013;558,013;N;SP9                                                         ;SP9     ;1:07.775;N;;N;1:06.523;N;;N;2:33.809;N;;N;3:39.317;N;;N;50.589;N;;N;;N;8:22.454;136;N;0;;            ;;7
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;1;12:08:22.673;12:08:22.673;8:21.085;501,085;N;SP9                                                         ;SP9     ;;N;;N;;N;;N;;N;;N;;N;;N;48.595;N;;N;;N;8:00.184;2;N;0;;            ;;1
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;2;12:16:46.115;12:16:46.115;8:23.442;503,442;N;SP9                                                         ;SP9     ;1:06.275;N;;N;1:06.843;N;;N;2:17.740;N;;N;3:03.809;J;;N;48.775;N;;N;;N;8:00.184;2;N;0;;            ;;2
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;3;12:25:09.373;12:25:09.373;8:23.258;503,258;N;SP9                                                         ;SP9     ;1:06.291;N;;N;1:05.759;N;;N;2:16.933;N;;N;3:06.667;N;;N;47.608;J;;N;;N;8:00.184;2;N;0;;            ;;3
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;4;12:33:12.956;12:33:12.956;8:03.583;483,583;J;SP9                                                         ;SP9     ;1:07.014;N;;N;1:04.797;N;;N;1:59.724;N;;N;3:04.424;N;;N;47.624;N;;N;;N;8:00.184;2;N;0;;            ;;4
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;5;12:41:22.655;12:41:22.655;8:09.699;489,699;N;SP9                                                         ;SP9     ;1:07.748;N;;N;1:05.800;N;;N;2:03.777;N;;N;3:04.060;N;;N;48.314;N;;N;;N;8:00.184;2;N;0;;            ;;5
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;6;12:50:16.315;12:50:16.315;8:53.660;533,660;N;SP9                                                         ;SP9     ;1:06.657;N;;N;1:04.609;N;;N;2:33.691;N;;N;3:19.921;N;;N;48.782;N;;N;;N;8:00.184;2;N;0;;            ;;6
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;7;12:59:27.239;12:59:27.239;9:10.924;550,924;N;SP9                                                         ;SP9     ;1:08.032;N;;N;1:05.645;N;;N;2:34.552;N;;N;3:25.729;N;;N;;N;;N;;N;8:00.184;2;J;0;3:04.580;            ;12:59:19.112;7p
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;8;13:11:19.527;13:11:19.527;11:52.288;712,288;N;SP9                                                         ;SP9     ;4:02.473;N;;N;1:09.274;N;;N;2:27.482;N;;N;3:19.567;N;;N;53.492;N;;N;;N;8:00.184;2;A;0;;            ;;8
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;9;13:20:12.722;13:20:12.722;8:53.195;533,195;N;SP9                                                         ;SP9     ;1:07.781;N;;N;1:20.984;N;;N;2:17.290;N;;N;3:16.326;N;;N;50.814;N;;N;;N;8:00.184;2;N;0;;            ;;9
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;10;13:28:48.621;13:28:48.621;8:35.899;515,899;N;SP9                                                         ;SP9     ;1:06.879;N;;N;1:07.460;N;;N;2:23.717;N;;N;3:09.120;N;;N;48.723;N;;N;;N;8:00.184;2;N;0;;            ;;10
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;11;13:37:24.537;13:37:24.537;8:35.916;515,916;N;SP9                                                         ;SP9     ;1:06.479;N;;N;1:07.063;N;;N;2:03.807;N;;N;3:09.902;N;;N;1:08.665;N;;N;;N;8:00.184;2;N;0;;            ;;11
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;12;13:45:50.160;13:45:50.160;8:25.623;505,623;N;SP9                                                         ;SP9     ;1:07.158;N;;N;1:08.255;N;;N;2:08.963;N;;N;3:12.273;N;;N;48.974;N;;N;;N;8:00.184;2;N;0;;            ;;12
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;13;13:54:12.798;13:54:12.798;8:22.638;502,638;N;SP9                                                         ;SP9     ;1:06.858;N;;N;1:05.658;N;;N;2:01.038;N;;N;3:20.946;N;;N;48.138;N;;N;;N;8:00.184;2;N;0;;            ;;13
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;14;14:02:26.254;14:02:26.254;8:13.456;493,456;N;SP9                                                         ;SP9     ;1:07.533;N;;N;1:06.844;N;;N;2:01.583;N;;N;3:09.030;N;;N;48.466;N;;N;;N;8:00.184;2;N;0;;            ;;14
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;15;14:10:42.935;14:10:42.935;8:16.681;496,681;N;SP9                                                         ;SP9     ;1:06.982;N;;N;1:04.334;J;;N;1:58.927;N;;N;3:08.408;N;;N;;N;;N;;N;8:00.184;2;J;0;3:16.279;            ;14:10:34.520;15p
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;16;14:21:59.992;14:21:59.992;11:17.057;677,057;N;SP9                                                         ;SP9     ;4:13.233;N;;N;1:04.868;N;;N;2:00.197;N;;N;3:10.229;N;;N;48.530;N;;N;;N;8:00.184;2;A;0;;            ;;16
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;17;14:30:13.797;14:30:13.797;8:13.805;493,805;N;SP9                                                         ;SP9     ;1:07.087;N;;N;1:04.715;N;;N;2:00.468;N;;N;3:12.259;N;;N;49.276;N;;N;;N;8:00.184;2;N;0;;            ;;17
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;18;14:38:49.184;14:38:49.184;8:35.387;515,387;N;SP9                                                         ;SP9     ;1:07.027;N;;N;1:30.494;N;;N;2:02.185;N;;N;3:06.094;N;;N;49.587;N;;N;;N;8:00.184;2;N;0;;            ;;18
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;19;14:47:13.615;14:47:13.615;8:24.431;504,431;N;SP9                                                         ;SP9     ;1:08.608;N;;N;1:05.857;N;;N;2:11.282;N;;N;3:10.194;N;;N;48.490;N;;N;;N;8:00.184;2;N;0;;            ;;19
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;20;14:55:20.709;14:55:20.709;8:07.094;487,094;N;SP9                                                         ;SP9     ;1:08.137;N;;N;1:05.218;N;;N;1:59.166;N;;N;3:05.074;N;;N;49.499;N;;N;;N;8:00.184;2;N;0;;            ;;20
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;21;15:03:40.164;15:03:40.164;8:19.455;499,455;N;SP9                                                         ;SP9     ;1:08.896;N;;N;1:04.924;N;;N;2:09.119;N;;N;3:08.036;N;;N;48.480;N;;N;;N;8:00.184;2;N;0;;            ;;21
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;22;15:11:56.944;15:11:56.944;8:16.780;496,780;N;SP9                                                         ;SP9     ;1:07.266;N;;N;1:05.230;N;;N;1:59.035;N;;N;3:16.760;N;;N;48.489;N;;N;;N;8:00.184;2;N;0;;            ;;22
15;Stip;1;Stippler;Frank;Moller-Madsen;Nikolaj;;;;;    ;PHOENIX RACING;;Audi R8 LMS;23;15:20:19.881;15:20:19.881;8:22.937;502,937;N;SP9                                                         ;SP9     ;1:07.635;N;;N;1:06.171;N;;N;2:01.266;N;;N;3:10.477;N;;N;;N;;N;;N;8:00.184;2;J;0;1:58.193;            ;15:20:11.273;23p
